Numéro,titre,type,Date,statut,VISA
2332,2016-611,Délit de consultation habituelle de sites internet terroristes,10 février 2017,Non conformité totale,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2333,2016-610,Majoration de 25 % de l'assiette des contributions sociales sur les rémunérations et avantages occultes,10 février 2017,Conformité - réserve,la Constitution
2334,2016-610,Majoration de 25 % de l'assiette des contributions sociales sur les rémunérations et avantages occultes,10 février 2017,Conformité - réserve,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2335,2016-610,Majoration de 25 % de l'assiette des contributions sociales sur les rémunérations et avantages occultes,10 février 2017,Conformité - réserve,le code général des impôts
2336,2016-610,Majoration de 25 % de l'assiette des contributions sociales sur les rémunérations et avantages occultes,10 février 2017,Conformité - réserve,le code de la sécurité sociale
2337,2016-610,Majoration de 25 % de l'assiette des contributions sociales sur les rémunérations et avantages occultes,10 février 2017,Conformité - réserve,la loi n° 2005-1719 du 30 décembre 2005 de finances pour 2006
2338,2016-610,Majoration de 25 % de l'assiette des contributions sociales sur les rémunérations et avantages occultes,10 février 2017,Conformité - réserve,la loi n° 2008-1258 du 3 décembre 2008 en faveur des revenus du travail
2339,2016-610,Majoration de 25 % de l'assiette des contributions sociales sur les rémunérations et avantages occultes,10 février 2017,Conformité - réserve,la loi n° 2008-1425 du 27 décembre 2008 de finances pour 2009
2340,2016-610,Majoration de 25 % de l'assiette des contributions sociales sur les rémunérations et avantages occultes,10 février 2017,Conformité - réserve,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2341,2016-609,Crédit d'impôt collection,27 janvier 2017,Conformité,la Constitution
2342,2016-609,Crédit d'impôt collection,27 janvier 2017,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2343,2016-609,Crédit d'impôt collection,27 janvier 2017,Conformité,le code général des impôts
2344,2016-609,Crédit d'impôt collection,27 janvier 2017,Conformité,la loi n° 2007-1824 du 25 décembre 2007 de finances rectificative pour 2007
2345,2016-609,Crédit d'impôt collection,27 janvier 2017,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2346,2016-608,Délit de communication irrégulière avec un détenu,24 janvier 2017,Non conformité totale,la Constitution
2347,2016-608,Délit de communication irrégulière avec un détenu,24 janvier 2017,Non conformité totale,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2348,2016-608,Délit de communication irrégulière avec un détenu,24 janvier 2017,Non conformité totale,le code pénal
2349,2016-608,Délit de communication irrégulière avec un détenu,24 janvier 2017,Non conformité totale,la loi n° 2003-239 du 18 mars 2003 pour la sécurité intérieure
2350,2016-608,Délit de communication irrégulière avec un détenu,24 janvier 2017,Non conformité totale,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2351,2016-606/607,Contrôles d'identité sur réquisitions du procureur de la République,24 janvier 2017,Conformité - réserve,la Constitution
2352,2016-606/607,Contrôles d'identité sur réquisitions du procureur de la République,24 janvier 2017,Conformité - réserve,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2353,2016-606/607,Contrôles d'identité sur réquisitions du procureur de la République,24 janvier 2017,Conformité - réserve,le code de l'entrée et du séjour des étrangers et du droit d'asile
2354,2016-606/607,Contrôles d'identité sur réquisitions du procureur de la République,24 janvier 2017,Conformité - réserve,le code de procédure pénale
2357,2016-606/607,Contrôles d'identité sur réquisitions du procureur de la République,24 janvier 2017,Conformité - réserve,la loi n° 2011-266 du 14 mars 2011 relative à la lutte contre la prolifération des armes de destruction massive et de leurs vecteurs
2358,2016-606/607,Contrôles d'identité sur réquisitions du procureur de la République,24 janvier 2017,Conformité - réserve,la loi n° 2011-884 du 27 juillet 2011 relative aux collectivités territoriales de Guyane et de Martinique
2359,2016-606/607,Contrôles d'identité sur réquisitions du procureur de la République,24 janvier 2017,Conformité - réserve,l'ordonnance n° 2012-351 du 12 mars 2012 relative à la partie législative du code de la sécurité intérieure
2360,2016-606/607,Contrôles d'identité sur réquisitions du procureur de la République,24 janvier 2017,Conformité - réserve,la loi n° 2012-1560 du 31 décembre 2012 relative à la retenue pour vérification du droit au séjour et modifiant le délit d'aide au séjour irrégulier pour en exclure les actions humanitaires et désintéressées
2361,2016-606/607,Contrôles d'identité sur réquisitions du procureur de la République,24 janvier 2017,Conformité - réserve,la loi n° 2014-1353 du 13 novembre 2014 renforçant les dispositions relatives à la lutte contre le terrorisme
2362,2016-606/607,Contrôles d'identité sur réquisitions du procureur de la République,24 janvier 2017,Conformité - réserve,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2368,2016-604,Application dans le temps de la réforme du régime du report en arrière des déficits pour les entreprises soumises à l'impôt sur les sociétés,17 janvier 2017,Non conformité totale,la Constitution
2369,2016-604,Application dans le temps de la réforme du régime du report en arrière des déficits pour les entreprises soumises à l'impôt sur les sociétés,17 janvier 2017,Non conformité totale,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2370,2016-604,Application dans le temps de la réforme du régime du report en arrière des déficits pour les entreprises soumises à l'impôt sur les sociétés,17 janvier 2017,Non conformité totale,le code général des impôts
2371,2016-604,Application dans le temps de la réforme du régime du report en arrière des déficits pour les entreprises soumises à l'impôt sur les sociétés,17 janvier 2017,Non conformité totale,la loi n° 2011-1117 du 19 septembre 2011 de finances rectificative pour 2011
2372,2016-604,Application dans le temps de la réforme du régime du report en arrière des déficits pour les entreprises soumises à l'impôt sur les sociétés,17 janvier 2017,Non conformité totale,la loi n° 2011-1978 du 28 décembre 2011 de finances rectificative pour 2011
2373,2016-604,Application dans le temps de la réforme du régime du report en arrière des déficits pour les entreprises soumises à l'impôt sur les sociétés,17 janvier 2017,Non conformité totale,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2374,2016-603,Délai de rapport fiscal des donations antérieures,09 décembre 2016,Conformité - réserve,la Constitution
2375,2016-603,Délai de rapport fiscal des donations antérieures,09 décembre 2016,Conformité - réserve,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2376,2016-603,Délai de rapport fiscal des donations antérieures,09 décembre 2016,Conformité - réserve,le code général des impôts
2377,2016-603,Délai de rapport fiscal des donations antérieures,09 décembre 2016,Conformité - réserve,la loi n° 2012-958 du 16 août 2012 de finances rectificative pour 2012
2378,2016-603,Délai de rapport fiscal des donations antérieures,09 décembre 2016,Conformité - réserve,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2379,2016-602,Incarcération lors de l'exécution d'un mandat d'arrêt européen,09 décembre 2016,Conformité - réserve,la Constitution
2380,2016-602,Incarcération lors de l'exécution d'un mandat d'arrêt européen,09 décembre 2016,Conformité - réserve,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2381,2016-602,Incarcération lors de l'exécution d'un mandat d'arrêt européen,09 décembre 2016,Conformité - réserve,le code de procédure pénale
2382,2016-602,Incarcération lors de l'exécution d'un mandat d'arrêt européen,09 décembre 2016,Conformité - réserve,la loi n° 2011-392 du 14 avril 2011 relative à la garde à vue
2383,2016-602,Incarcération lors de l'exécution d'un mandat d'arrêt européen,09 décembre 2016,Conformité - réserve,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2384,2016-601,Exécution provisoire des décisions prononcées à l'encontre des mineurs,09 décembre 2016,Non conformité totale - effet différé,la Constitution
2385,2016-601,Exécution provisoire des décisions prononcées à l'encontre des mineurs,09 décembre 2016,Non conformité totale - effet différé,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2386,2016-601,Exécution provisoire des décisions prononcées à l'encontre des mineurs,09 décembre 2016,Non conformité totale - effet différé,l'ordonnance n° 45-174 du 2 février 1945 relative à l'enfance délinquante
2387,2016-601,Exécution provisoire des décisions prononcées à l'encontre des mineurs,09 décembre 2016,Non conformité totale - effet différé,l'ordonnance n° 58-1300 du 23 décembre 1958 modifiant l'ordonnance n° 45-174 du 2 février 1945 relative à l'enfance délinquante et l'article 69 du code pénal prise sur le fondement de l'ancien article 92 de la Constitution
2388,2016-601,Exécution provisoire des décisions prononcées à l'encontre des mineurs,09 décembre 2016,Non conformité totale - effet différé,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
